"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6
7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.4333333333333,6
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,5
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,6
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5
6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.3333333333333,6
6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6
7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,5
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5
6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5
5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4
6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5
6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6
7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6
5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6
5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7
5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5
4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,7
6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,6
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,6
6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.2666666666667,7
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5
6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6
6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7
6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6
6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,5
4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,5
5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.6333333333333,7
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6
5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8,6
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,6
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333,6
6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6
6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6
5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7
6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7
5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6
6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,4
5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4
7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5
7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,6
5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4,7
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,6
7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6
5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5
5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6
5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6
5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6
6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5
6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6
5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,6
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6
6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.63333333333333,5
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.53333333333333,6
5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,5
6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5
4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6
